Archive_Date,Hospital_Group,Hospital_HIPE,Hospital_Name,Specialty_HIPE,Specialty_Name,Case_Type,Adult_Child,Age_Profile,Time_Bands,Total
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,1700,Ophthalmology,Day Case,Adult,16-64, 12-15 Months,56
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,1700,Ophthalmology,Day Case,Adult,16-64, 15-18 Months,19
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,1700,Ophthalmology,Day Case,Adult,16-64,18+ Months,27
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,1700,Ophthalmology,Day Case,Adult,65+,  0-3 Months,339
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,1700,Ophthalmology,Day Case,Adult,65+,  3-6 Months,412
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,1700,Ophthalmology,Day Case,Adult,65+,  6-9 Months,290
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,1700,Ophthalmology,Day Case,Adult,65+,  9-12 Months,138
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,1700,Ophthalmology,Day Case,Adult,65+, 12-15 Months,53
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,1700,Ophthalmology,Day Case,Adult,65+, 15-18 Months,28
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,1700,Ophthalmology,Day Case,Adult,65+,18+ Months,58
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,1700,Ophthalmology,Day Case,Child,0-15,  0-3 Months,19
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,1700,Ophthalmology,Day Case,Child,0-15,  3-6 Months,13
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,1700,Ophthalmology,Day Case,Child,0-15,  6-9 Months,10
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,1700,Ophthalmology,Day Case,Child,0-15,  9-12 Months,11
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,1700,Ophthalmology,Day Case,Child,0-15, 12-15 Months,12
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,1700,Ophthalmology,Day Case,Child,0-15, 15-18 Months,3
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,1700,Ophthalmology,Day Case,Child,0-15,18+ Months,14
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,1700,Ophthalmology,Inpatient,Adult,16-64,  3-6 Months,3
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,1700,Ophthalmology,Inpatient,Adult,16-64,  6-9 Months,2
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,1700,Ophthalmology,Inpatient,Adult,65+,  0-3 Months,2
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,1700,Ophthalmology,Inpatient,Adult,65+,  3-6 Months,2
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,1700,Ophthalmology,Inpatient,Adult,65+,  6-9 Months,1
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,1700,Ophthalmology,Inpatient,Child,0-15,  0-3 Months,1
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,1800,Orthopaedics,Day Case,Adult,16-64,  0-3 Months,48
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,1800,Orthopaedics,Day Case,Adult,16-64,  3-6 Months,22
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,1800,Orthopaedics,Day Case,Adult,16-64,  6-9 Months,8
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,1800,Orthopaedics,Day Case,Adult,16-64,  9-12 Months,6
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,1800,Orthopaedics,Day Case,Adult,16-64, 12-15 Months,3
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,1800,Orthopaedics,Day Case,Adult,16-64, 15-18 Months,1
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,1800,Orthopaedics,Day Case,Adult,16-64,18+ Months,1
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,1800,Orthopaedics,Day Case,Adult,65+,  0-3 Months,17
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,1800,Orthopaedics,Day Case,Adult,65+,  3-6 Months,3
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,1800,Orthopaedics,Day Case,Adult,65+,  6-9 Months,4
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,1800,Orthopaedics,Day Case,Adult,65+, 12-15 Months,1
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,1800,Orthopaedics,Day Case,Adult,65+, 15-18 Months,1
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,1800,Orthopaedics,Day Case,Adult,65+,18+ Months,2
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,1800,Orthopaedics,Day Case,Child,0-15,  0-3 Months,3
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,1800,Orthopaedics,Day Case,Child,0-15,  3-6 Months,2
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,1800,Orthopaedics,Inpatient,Adult,16-64,  0-3 Months,4
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,1800,Orthopaedics,Inpatient,Adult,16-64,  3-6 Months,4
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,1800,Orthopaedics,Inpatient,Adult,16-64,  9-12 Months,2
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,1800,Orthopaedics,Inpatient,Adult,16-64, 12-15 Months,2
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,1800,Orthopaedics,Inpatient,Adult,65+,  0-3 Months,7
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,1800,Orthopaedics,Inpatient,Adult,65+,  3-6 Months,6
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,1800,Orthopaedics,Inpatient,Adult,65+,  6-9 Months,2
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,1800,Orthopaedics,Inpatient,Adult,65+,  9-12 Months,3
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,1800,Orthopaedics,Inpatient,Adult,65+, 12-15 Months,1
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,1800,Orthopaedics,Inpatient,Adult,65+, 15-18 Months,1
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,1800,Orthopaedics,Inpatient,Child,0-15,  0-3 Months,1
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,2600,General Surgery,Day Case,Adult,16-64,  0-3 Months,58
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,2600,General Surgery,Day Case,Adult,16-64,  3-6 Months,15
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,2600,General Surgery,Day Case,Adult,16-64,  6-9 Months,10
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,2600,General Surgery,Day Case,Adult,16-64,  9-12 Months,8
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,2600,General Surgery,Day Case,Adult,16-64, 12-15 Months,5
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,2600,General Surgery,Day Case,Adult,16-64, 15-18 Months,7
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,2600,General Surgery,Day Case,Adult,16-64,18+ Months,7
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,2600,General Surgery,Day Case,Adult,65+,  0-3 Months,12
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,2600,General Surgery,Day Case,Adult,65+,  3-6 Months,9
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,2600,General Surgery,Day Case,Adult,65+,  6-9 Months,6
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,2600,General Surgery,Day Case,Adult,65+,  9-12 Months,3
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,2600,General Surgery,Day Case,Adult,65+, 12-15 Months,4
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,2600,General Surgery,Day Case,Adult,65+, 15-18 Months,2
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,2600,General Surgery,Day Case,Adult,65+,18+ Months,8
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,2600,General Surgery,Day Case,Child,0-15,  0-3 Months,8
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,2600,General Surgery,Day Case,Child,0-15,  6-9 Months,1
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,2600,General Surgery,Day Case,Child,0-15,  9-12 Months,3
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,2600,General Surgery,Day Case,Child,0-15, 12-15 Months,2
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,2600,General Surgery,Day Case,Child,0-15, 15-18 Months,2
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,2600,General Surgery,Day Case,Child,0-15,18+ Months,1
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,2600,General Surgery,Inpatient,Adult,16-64,  0-3 Months,6
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,2600,General Surgery,Inpatient,Adult,16-64,  3-6 Months,2
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,2600,General Surgery,Inpatient,Adult,16-64,  6-9 Months,1
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,2600,General Surgery,Inpatient,Adult,16-64, 12-15 Months,1
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,2600,General Surgery,Inpatient,Adult,16-64, 15-18 Months,3
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,2600,General Surgery,Inpatient,Adult,16-64,18+ Months,3
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,2600,General Surgery,Inpatient,Adult,65+,  0-3 Months,6
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,2600,General Surgery,Inpatient,Adult,65+,  3-6 Months,2
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,2600,General Surgery,Inpatient,Adult,65+,  6-9 Months,1
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,2600,General Surgery,Inpatient,Adult,65+, 12-15 Months,1
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,2600,General Surgery,Inpatient,Adult,65+, 15-18 Months,1
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,2600,General Surgery,Inpatient,Child,0-15,  6-9 Months,1
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,2602,Gastro-Intestinal Surgery,Day Case,Adult,16-64,  0-3 Months,20
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,2602,Gastro-Intestinal Surgery,Day Case,Adult,16-64,  3-6 Months,5
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,2602,Gastro-Intestinal Surgery,Day Case,Adult,16-64,  6-9 Months,9
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,2602,Gastro-Intestinal Surgery,Day Case,Adult,65+,  0-3 Months,2
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,2602,Gastro-Intestinal Surgery,Day Case,Adult,65+,  3-6 Months,3
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,2602,Gastro-Intestinal Surgery,Day Case,Adult,65+,  6-9 Months,1
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,2604,Vascular Surgery,Day Case,Adult,16-64,  0-3 Months,28
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,2604,Vascular Surgery,Day Case,Adult,16-64,  3-6 Months,31
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,2604,Vascular Surgery,Day Case,Adult,16-64,  6-9 Months,21
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,2604,Vascular Surgery,Day Case,Adult,16-64,  9-12 Months,20
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,2604,Vascular Surgery,Day Case,Adult,16-64, 12-15 Months,22
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,2604,Vascular Surgery,Day Case,Adult,16-64, 15-18 Months,26
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,2604,Vascular Surgery,Day Case,Adult,16-64,18+ Months,35
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,2604,Vascular Surgery,Day Case,Adult,65+,  0-3 Months,5
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,2604,Vascular Surgery,Day Case,Adult,65+,  3-6 Months,17
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,2604,Vascular Surgery,Day Case,Adult,65+,  6-9 Months,8
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,2604,Vascular Surgery,Day Case,Adult,65+,  9-12 Months,16
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,2604,Vascular Surgery,Day Case,Adult,65+, 12-15 Months,6
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,2604,Vascular Surgery,Day Case,Adult,65+, 15-18 Months,9
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,2604,Vascular Surgery,Day Case,Adult,65+,18+ Months,26
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,2604,Vascular Surgery,Day Case,Child,0-15,  0-3 Months,1
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,2604,Vascular Surgery,Inpatient,Adult,16-64,  0-3 Months,9
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,2604,Vascular Surgery,Inpatient,Adult,16-64,  3-6 Months,8
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,2604,Vascular Surgery,Inpatient,Adult,16-64,  6-9 Months,4
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,2604,Vascular Surgery,Inpatient,Adult,16-64,  9-12 Months,3
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,2604,Vascular Surgery,Inpatient,Adult,16-64, 12-15 Months,4
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,2604,Vascular Surgery,Inpatient,Adult,16-64, 15-18 Months,4
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,2604,Vascular Surgery,Inpatient,Adult,16-64,18+ Months,10
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,2604,Vascular Surgery,Inpatient,Adult,65+,  0-3 Months,6
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,2604,Vascular Surgery,Inpatient,Adult,65+,  3-6 Months,5
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,2604,Vascular Surgery,Inpatient,Adult,65+,  6-9 Months,3
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,2604,Vascular Surgery,Inpatient,Adult,65+,  9-12 Months,1
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,2604,Vascular Surgery,Inpatient,Adult,65+, 12-15 Months,3
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,2604,Vascular Surgery,Inpatient,Adult,65+, 15-18 Months,2
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,2604,Vascular Surgery,Inpatient,Adult,65+,18+ Months,8
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,2605,Breast Surgery,Day Case,Adult,16-64,  0-3 Months,8
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,2605,Breast Surgery,Day Case,Adult,16-64,  3-6 Months,2
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,2605,Breast Surgery,Day Case,Adult,16-64,  6-9 Months,4
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,2605,Breast Surgery,Day Case,Adult,65+,  3-6 Months,1
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,2605,Breast Surgery,Inpatient,Adult,65+,  0-3 Months,1
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,7800,Urology,Day Case,Adult,16-64,  0-3 Months,201
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,7800,Urology,Day Case,Adult,16-64,  3-6 Months,217
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,7800,Urology,Day Case,Adult,16-64,  6-9 Months,103
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,7800,Urology,Day Case,Adult,16-64,  9-12 Months,60
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,7800,Urology,Day Case,Adult,16-64, 12-15 Months,25
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,7800,Urology,Day Case,Adult,16-64, 15-18 Months,13
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,7800,Urology,Day Case,Adult,16-64,18+ Months,61
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,7800,Urology,Day Case,Adult,65+,  0-3 Months,178
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,7800,Urology,Day Case,Adult,65+,  3-6 Months,156
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,7800,Urology,Day Case,Adult,65+,  6-9 Months,100
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,7800,Urology,Day Case,Adult,65+,  9-12 Months,75
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,7800,Urology,Day Case,Adult,65+, 12-15 Months,41
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,7800,Urology,Day Case,Adult,65+, 15-18 Months,21
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,7800,Urology,Day Case,Adult,65+,18+ Months,73
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,7800,Urology,Day Case,Child,0-15,  0-3 Months,9
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,7800,Urology,Day Case,Child,0-15,  3-6 Months,2
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,7800,Urology,Inpatient,Adult,16-64,  0-3 Months,8
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,7800,Urology,Inpatient,Adult,16-64,  3-6 Months,8
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,7800,Urology,Inpatient,Adult,16-64,  6-9 Months,6
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,7800,Urology,Inpatient,Adult,16-64,  9-12 Months,2
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,7800,Urology,Inpatient,Adult,16-64,18+ Months,2
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,7800,Urology,Inpatient,Adult,65+,  0-3 Months,12
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,7800,Urology,Inpatient,Adult,65+,  3-6 Months,10
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,7800,Urology,Inpatient,Adult,65+,  6-9 Months,12
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,7800,Urology,Inpatient,Adult,65+,  9-12 Months,6
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,7800,Urology,Inpatient,Adult,65+, 12-15 Months,7
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,7800,Urology,Inpatient,Adult,65+, 15-18 Months,1
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,7800,Urology,Inpatient,Adult,65+,18+ Months,15
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,7800,Urology,Inpatient,Child,0-15,  0-3 Months,1
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,8003,Pain Relief,Day Case,Adult,16-64,  0-3 Months,21
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,8003,Pain Relief,Day Case,Adult,16-64,  3-6 Months,18
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,8003,Pain Relief,Day Case,Adult,16-64,  6-9 Months,28
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,8003,Pain Relief,Day Case,Adult,16-64,  9-12 Months,16
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,8003,Pain Relief,Day Case,Adult,16-64, 12-15 Months,19
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,8003,Pain Relief,Day Case,Adult,16-64, 15-18 Months,17
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,8003,Pain Relief,Day Case,Adult,16-64,18+ Months,54
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,8003,Pain Relief,Day Case,Adult,65+,  0-3 Months,11
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,8003,Pain Relief,Day Case,Adult,65+,  3-6 Months,8
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,8003,Pain Relief,Day Case,Adult,65+,  6-9 Months,20
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,8003,Pain Relief,Day Case,Adult,65+,  9-12 Months,10
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,8003,Pain Relief,Day Case,Adult,65+, 12-15 Months,14
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,8003,Pain Relief,Day Case,Adult,65+, 15-18 Months,9
31/01/2019,South/South West Hospital Group,0600,University Hospital Waterford,8003,Pain Relief,Day Case,Adult,65+,18+ Months,33
31/01/2019,South/South West Hospital Group,0602,Lourdes Orthopaedic Hospital Kilcreene,1800,Orthopaedics,Day Case,Adult,16-64,  0-3 Months,53
31/01/2019,South/South West Hospital Group,0602,Lourdes Orthopaedic Hospital Kilcreene,1800,Orthopaedics,Day Case,Adult,16-64,  3-6 Months,12
31/01/2019,South/South West Hospital Group,0602,Lourdes Orthopaedic Hospital Kilcreene,1800,Orthopaedics,Day Case,Adult,16-64,  6-9 Months,1
31/01/2019,South/South West Hospital Group,0602,Lourdes Orthopaedic Hospital Kilcreene,1800,Orthopaedics,Day Case,Adult,65+,  0-3 Months,24
31/01/2019,South/South West Hospital Group,0602,Lourdes Orthopaedic Hospital Kilcreene,1800,Orthopaedics,Day Case,Adult,65+,  3-6 Months,8
31/01/2019,South/South West Hospital Group,0602,Lourdes Orthopaedic Hospital Kilcreene,1800,Orthopaedics,Inpatient,Adult,16-64,  0-3 Months,48
31/01/2019,South/South West Hospital Group,0602,Lourdes Orthopaedic Hospital Kilcreene,1800,Orthopaedics,Inpatient,Adult,16-64,  3-6 Months,20
31/01/2019,South/South West Hospital Group,0602,Lourdes Orthopaedic Hospital Kilcreene,1800,Orthopaedics,Inpatient,Adult,16-64,  6-9 Months,4
31/01/2019,South/South West Hospital Group,0602,Lourdes Orthopaedic Hospital Kilcreene,1800,Orthopaedics,Inpatient,Adult,65+,  0-3 Months,76
31/01/2019,South/South West Hospital Group,0602,Lourdes Orthopaedic Hospital Kilcreene,1800,Orthopaedics,Inpatient,Adult,65+,  3-6 Months,36
31/01/2019,South/South West Hospital Group,0607,South Tipperary General Hospital,0000,Small Volume Specialities,Day Case,Adult,16-64,  3-6 Months,1
31/01/2019,South/South West Hospital Group,0607,South Tipperary General Hospital,1503,Gynaecology,Day Case,Adult,16-64,  0-3 Months,48
31/01/2019,South/South West Hospital Group,0607,South Tipperary General Hospital,1503,Gynaecology,Day Case,Adult,16-64,  3-6 Months,20
31/01/2019,South/South West Hospital Group,0607,South Tipperary General Hospital,1503,Gynaecology,Day Case,Adult,65+,  0-3 Months,1
31/01/2019,South/South West Hospital Group,0607,South Tipperary General Hospital,1503,Gynaecology,Inpatient,Adult,16-64,  0-3 Months,6
31/01/2019,South/South West Hospital Group,0607,South Tipperary General Hospital,1503,Gynaecology,Inpatient,Adult,65+,  0-3 Months,2
31/01/2019,South/South West Hospital Group,0607,South Tipperary General Hospital,2600,General Surgery,Day Case,Adult,16-64,  0-3 Months,21
31/01/2019,South/South West Hospital Group,0607,South Tipperary General Hospital,2600,General Surgery,Day Case,Adult,16-64,  3-6 Months,20
31/01/2019,South/South West Hospital Group,0607,South Tipperary General Hospital,2600,General Surgery,Day Case,Adult,16-64,  6-9 Months,8
31/01/2019,South/South West Hospital Group,0607,South Tipperary General Hospital,2600,General Surgery,Day Case,Adult,65+,  0-3 Months,13
31/01/2019,South/South West Hospital Group,0607,South Tipperary General Hospital,2600,General Surgery,Day Case,Adult,65+,  3-6 Months,13
31/01/2019,South/South West Hospital Group,0607,South Tipperary General Hospital,2600,General Surgery,Day Case,Adult,65+,  6-9 Months,4
31/01/2019,South/South West Hospital Group,0607,South Tipperary General Hospital,2600,General Surgery,Inpatient,Adult,16-64,  0-3 Months,7
31/01/2019,South/South West Hospital Group,0607,South Tipperary General Hospital,2600,General Surgery,Inpatient,Adult,16-64,  3-6 Months,1
31/01/2019,South/South West Hospital Group,0607,South Tipperary General Hospital,2600,General Surgery,Inpatient,Adult,16-64,  6-9 Months,1
31/01/2019,South/South West Hospital Group,0607,South Tipperary General Hospital,2600,General Surgery,Inpatient,Adult,65+,  0-3 Months,4
31/01/2019,South/South West Hospital Group,0607,South Tipperary General Hospital,2600,General Surgery,Inpatient,Adult,65+,  3-6 Months,3
31/01/2019,South/South West Hospital Group,0607,South Tipperary General Hospital,2600,General Surgery,Inpatient,Adult,65+,  6-9 Months,2
31/01/2019,South/South West Hospital Group,0703,Mallow General Hospital,0000,Small Volume Specialities,Day Case,Adult,16-64,  0-3 Months,1
31/01/2019,South/South West Hospital Group,0703,Mallow General Hospital,0000,Small Volume Specialities,Day Case,Adult,65+,  0-3 Months,2
31/01/2019,South/South West Hospital Group,0703,Mallow General Hospital,0000,Small Volume Specialities,Day Case,Adult,65+,  9-12 Months,1
31/01/2019,South/South West Hospital Group,0703,Mallow General Hospital,2400,Respiratory Medicine,Day Case,Adult,16-64,  0-3 Months,2
31/01/2019,South/South West Hospital Group,0703,Mallow General Hospital,2400,Respiratory Medicine,Day Case,Adult,65+,  0-3 Months,3
31/01/2019,South/South West Hospital Group,0703,Mallow General Hospital,2400,Respiratory Medicine,Inpatient,Adult,16-64,  9-12 Months,3
31/01/2019,South/South West Hospital Group,0703,Mallow General Hospital,2400,Respiratory Medicine,Inpatient,Adult,65+,  3-6 Months,1
31/01/2019,South/South West Hospital Group,0703,Mallow General Hospital,2400,Respiratory Medicine,Inpatient,Adult,65+,  9-12 Months,1
31/01/2019,South/South West Hospital Group,0703,Mallow General Hospital,2600,General Surgery,Day Case,Adult,16-64,  0-3 Months,13
31/01/2019,South/South West Hospital Group,0703,Mallow General Hospital,2600,General Surgery,Day Case,Adult,16-64,  3-6 Months,4
31/01/2019,South/South West Hospital Group,0703,Mallow General Hospital,2600,General Surgery,Day Case,Adult,16-64,  6-9 Months,1
31/01/2019,South/South West Hospital Group,0703,Mallow General Hospital,2600,General Surgery,Day Case,Adult,16-64,  9-12 Months,2
31/01/2019,South/South West Hospital Group,0703,Mallow General Hospital,2600,General Surgery,Day Case,Adult,16-64, 12-15 Months,2
31/01/2019,South/South West Hospital Group,0703,Mallow General Hospital,2600,General Surgery,Day Case,Adult,16-64, 15-18 Months,1
31/01/2019,South/South West Hospital Group,0703,Mallow General Hospital,2600,General Surgery,Day Case,Adult,65+,  0-3 Months,4
31/01/2019,South/South West Hospital Group,0703,Mallow General Hospital,2600,General Surgery,Day Case,Adult,65+,  3-6 Months,3
31/01/2019,South/South West Hospital Group,0703,Mallow General Hospital,2600,General Surgery,Day Case,Adult,65+,  9-12 Months,1
31/01/2019,South/South West Hospital Group,0703,Mallow General Hospital,2600,General Surgery,Day Case,Adult,65+,18+ Months,1
31/01/2019,South/South West Hospital Group,0703,Mallow General Hospital,2600,General Surgery,Inpatient,Adult,65+, 12-15 Months,1
31/01/2019,South/South West Hospital Group,0703,Mallow General Hospital,2604,Vascular Surgery,Day Case,Adult,16-64,  0-3 Months,20
31/01/2019,South/South West Hospital Group,0703,Mallow General Hospital,2604,Vascular Surgery,Day Case,Adult,16-64,  3-6 Months,19
31/01/2019,South/South West Hospital Group,0703,Mallow General Hospital,2604,Vascular Surgery,Day Case,Adult,16-64,  6-9 Months,10
31/01/2019,South/South West Hospital Group,0703,Mallow General Hospital,2604,Vascular Surgery,Day Case,Adult,16-64,  9-12 Months,1
